firstName,,,Ada,Adrian,Adèle,Albert,Albert,Alex,Alfred,Alice,Alois,Alois,Andrea,Andrea Martina,Andreas,Andreas,Andreas,Andri,Angelo,Anna,Balthasar,Baptiste,Barbara,Barbara,Barbara,Barbara,Bastien,Beat,Beat,Beat,Beat,Benjamin,Benjamin,Benjamin,Benoît,Bernhard,Brigitte,Bruno,Bruno,Bruno,Christian,Christian,Christian,Christian,Christian,Christine,Christine,Christoph,Christophe,Claude,Claudia,Claudio,Corina,Corina,Corrado,Cédric,Céline,Céline,Céline,Damien,Daniel,Daniel,Daniela,David,Delphine,Denis,Diana,Doris,Duri,Elisabeth,Emmanuel,Eric,Erich,Erich,Esther,Fabian,Fabien,Fabio,Fathi,Felix,Flavia,Florence,Franz,Franz,Franziska,Franziska,François,Frédéric,Gabriela,Gerhard,Giovanni,Gregor,Greta,Guillaume,Géraldine,Hans,Hans,Hans-Peter,Hans-Ueli,Hans-Ulrich,Hansjörg,Hansjörg,Heinz,Heinz,Hugues,Ida,Irène,Isabelle,Isabelle,Isabelle,Jacqueline,Jacqueline,Jacques,Jacques,Jacques-André,Jean-Luc,Jean-Paul,Jean-Pierre,Jon,Judith,Jörg,Jürg,Karl,Kathrin,Katja,Kilian,Kurt,Lars,Laurence,Laurent,Leo,Lilian,Lisa,Lorenz,Lorenzo,Lukas,Léonore,Magdalena,Maja,Manfred,Manuel,Manuel,Manuela,Marcel,Marcel,Marco,Marco,Marianne,Marianne,Marie-France,Marina,Marionna,Markus,Markus,Martin,Martin,Martin,Martin,Martina,Martina,Mathias,Mattea,Matthias,Matthias Samuel,Mauro,Maximilian,Melanie,Meret,Michael,Michael,Michaël,Michel,Mike,Min Li,Monika,Mustafa,Nadine,Nadja,Nicolas,Nicolas,Nicolo,Niklaus-Samuel,Olivier,Patricia,Peter,Peter,Petra,Philipp,Philipp,Philipp Matthias,Philippe,Philippe,Piero,Pierre-Alain,Pierre-André,Prisca,Priska,Priska,Raphaël,Raymond,Regine,Regula,Roberta,Rocco,Roger,Roger,Roland Rino,Rosmarie,Samira,Samuel,Sandra,Sandra,Sarah,Sebastian,Sibel,Sidney,Silva,Simon,Simone,Sophie,Stefan,Stefania,Stefanie,Susanne,Sylvia,Tamara,Therese,Thierry,Thomas,Thomas,Thomas,Thomas,Thomas,Thomas,Thomas,Thomas,Thomas,Thomas,Thomas,Thomas,Tiana Angelina,Valentine,Valérie,Verena,Vincent,Werner,Yves,Yvette,Yvonne
20090318,Modification du droit pénal,2016-03-17T16:38:49Z,,,,,,,,,,,Yes,,,,No,,Yes,,,,,No,,No,,No,,,No,,,,Yes,,,,,No,,No,,,,,,Yes,,Yes,,No,,,,,,,,,,,,No,,Yes,,,No,,,,No,,,,,,,,,,No,No,,,,Yes,,,Yes,,,NT,Yes,,,No,No,Yes,,,,,,,,,,,,,,NT,,No,,,,,,,,,,,,,Yes,NT,,,Yes,,,,,No,,No,,,,No,No,No,,,,,,,,,,,,,,,,Yes,,Yes,No,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,Yes,No,,,No,,Yes,,,,Yes,,,,NT,No,,,,,,No,,,Yes,,,,,,,,,,,,,No,,NT,,NT,,,,No,,,,,,,,,,No,,,
20100323,LAMal. Assurance obligatoire des soins,2016-03-17T16:51:29Z,,,,,,,,,,,Yes,,,,Yes,,No,,,,,Yes,,Yes,,Yes,,,,,,,Yes,,,,,Yes,,Yes,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,Yes,,No,,,Yes,,,,Yes,,,,,,,,,,NT,Yes,,,,NT,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,NT,,Yes,,,,,,,,,,,,,No,NT,,,No,,,,,Yes,,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,No,,Yes,Yes,,,,,,Yes,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,No,,,,Yes,,,,,Yes,,,,,,Yes,,,No,,,,,,,,,,,,,Yes,,Yes,,NT,,,,,,,,,,,,,,Yes,,,
20110418,LAMal. Accorder plus d’autonomie au personnel soignant,2016-04-27T09:50:31Z,,,,,,,,,,,Yes,,,,No,,No,,,,,No,,No,,No,,,,,,,No,,,,,No,,No,,,,,,Yes,,Yes,,No,,,,,,,,,,,,No,,No,,,Yes,,,,No,,,,,,,,,,No,No,,,,Yes,,,,,,,Yes,,,,No,Yes,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,No,Yes,,,No,,,,,No,,No,,,,No,Yes,No,,,,,,,,,,,,,,,,No,,Yes,No,,,,,,No,,,No,,,,,,,,,,,,,,,,,Yes,Yes,,,No,,No,,,,Yes,,,,,No,,,,,,No,,,No,,,,,,,,,,,,,Yes,,Yes,,No,,,,,,,,,,,,,,No,,,
20070402,Loi fédérale sur l'encouragement et la protection des enfants et des jeunes. Base constitutionnelle,2016-06-07T12:21:01Z,,,,,,,,,,,No,,,,Yes,,No,,,,,Yes,,Yes,,Yes,,,NT,,,,Yes,,,,,Yes,,Yes,,,,,,Yes,,No,No,Yes,,,,,,,,,,,,Yes,,No,,,NT,,,,Yes,,,,,,,,,,NT,Yes,,,,Yes,,,ES,Yes,,NT,No,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,No,Yes,,,No,,,,,Yes,,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,No,,No,,Yes,Yes,,,,,,Yes,,,No,,,No,,,,,,,,,Yes,,,,,Yes,Yes,,,Yes,,No,,,Yes,Yes,,,,Yes,NT,,,,,,Yes,,,No,,,,,,,,,,,,,Yes,,No,,Yes,,,,Yes,,,,,,,,Yes,,Yes,,,
20113767,Halte aux congés et aux sorties pour les personnes internées,2016-06-14T12:53:14Z,,,,,,,,,,,Yes,,,,,,,,,,,No,,,,No,,,,,,,Yes,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,NT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,No,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,,,,No,,,
20020453,La transformation des bâtiments en zone agricole. Une compétence cantonale,2016-06-17T09:00:55Z,Yes,,Yes,No,Yes,,No,No,Yes,,Yes,No,No,,No,,Yes,,Yes,,Yes,No,,No,Yes,No,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,ES,,No,Yes,EH,Yes,,EH,Yes,,Yes,Yes,No,Yes,,Yes,Yes,No,,,,Yes,,Yes,No,,Yes,,Yes,Yes,Yes,,Yes,No,No,,,,Yes,Yes,,,,No,No,,,,Yes,,,ES,No,,Yes,Yes,No,Yes,Yes,No,Yes,,No,No,,No,Yes,,No,Yes,,Yes,,Yes,No,Yes,No,Yes,No,,,,Yes,Yes,Yes,,,,,Yes,Yes,No,,Yes,ES,No,No,,No,,No,,Yes,,No,Yes,No,Yes,,Yes,,Yes,,No,EH,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,,,,,No,,,Yes,,,Yes,NoNo,,,,,EH,,No,Yes,Yes,Yes,,,Yes,EH,,Yes,No,Yes,Yes,,,No,Yes,Yes,No,,No,No,No,Yes,,,,No,,No,Yes,,Yes,,,,Yes,,,,No,,,Yes,No,Yes,,No,,Yes,No,No,No,,Yes,No,Yes,,Yes,No,,No,No,No,Yes
20100417,Extension des droits des lésés dans la procédure pénale militaire,2016-06-17T09:12:53Z,,,,,,,,,,,Yes,,,,Yes,,Yes,,,,,Yes,,Yes,,NT,,,,,,,Yes,,,,,ES,,Yes,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,Yes,,Yes,,,Yes,,,,Yes,,,,,,,,,,Yes,Yes,,,,Yes,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,Yes,,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,Yes,,Yes,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,,,Yes,,,,,Yes,,,,,,Yes,,,Yes,,,,,,,,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,,,,Yes,,,
20080432,La Suisse doit reconnaître ses enfants,2016-09-13T08:41:45Z,,,,,,,,,,,Yes,,,,No,,Yes,,,,,No,,No,,No,,,Yes,,,,Yes,,,,,No,,No,,,,,,NT,,Yes,Yes,No,,,,,,,,,,,,No,,Yes,,,Yes,,,,No,,,,,,,,,,No,No,,,,Yes,,,ES,No,,Yes,Yes,,,Yes,No,Yes,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,No,,No,,,,No,No,No,,,,,,,,,,,,,,Yes,,Yes,,Yes,No,,,,,,No,,,Yes,,,Yes,,,,,,,,,,,,,,No,Yes,,,No,,Yes,,,No,Yes,,,,No,No,,,,,,No,,,Yes,,,,,,,,,,,,,Yes,,ES,,No,,,,No,,,,,,,,No,,No,,,
20080432,La Suisse doit reconnaître ses enfants,2016-09-13T08:42:50Z,,,,,,,,,,,Yes,,,,Yes,,No,,,,,Yes,,Yes,,Yes,,,Yes,,,,Yes,,,,,Yes,,Yes,,,,,,NT,,Yes,No,Yes,,,,,,,,,,,,Yes,,No,,,Yes,,,,Yes,,,,,,,,,,Yes,Yes,,,,Yes,,,ES,Yes,,Yes,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,Yes,,Yes,,,,,,,,,,,,,No,Yes,,,No,,,,,Yes,,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,No,,No,,Yes,Yes,,,,,,Yes,,,No,,,No,,,,,,,,,,,,,,Yes,Yes,,,Yes,,No,,,Yes,Yes,,,,Yes,Yes,,,,,,Yes,,,No,,,,,,,,,,,,,Yes,,ES,,Yes,,,,Yes,,,,,,,,Yes,,Yes,,,
20110449,Publication des mesures de protection des adultes,2016-09-13T09:54:24Z,,,,,,,,,,,NT,,,,No,,Yes,,,,,No,,No,,No,,,,,,,No,,,,,No,,No,,,,,,NT,,Yes,,No,,,,,,,,,,,,No,,Yes,,,Yes,,,,No,,,,,,,,,,NT,No,,,,No,,,,,,,Yes,,,,No,Yes,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,No,,No,,,,No,No,No,,,,,,,,,,,,,,,,Yes,,No,No,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,No,No,,,No,,Yes,,,,Yes,,,,,No,,,,,,No,,,Yes,,,,,,,,,,,,,Yes,,ES,,No,,,,,,,,,,,,,,No,,,
20110449,Publication des mesures de protection des adultes,2016-09-13T09:55:32Z,,,,,,,,,,,NT,,,,No,,Yes,,,,,No,,No,,No,,,,,,,No,,,,,No,,No,,,,,,NT,,Yes,,No,,,,,,,,,,,,No,,Yes,,,Yes,,,,No,,,,,,,,,,NT,No,,,,No,,,,,,,Yes,,,,No,Yes,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,Yes,No,,,Yes,,,,,No,,No,,,,No,No,No,,,,,,,,,,,,,,,,Yes,,No,No,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,No,No,,,No,,Yes,,,,Yes,,,,,No,,,,,,No,,,Yes,,,,,,,,,,,,,Yes,,ES,,No,,,,,,,,,,,,,,No,,,
20110449,Publication des mesures de protection des adultes,2016-09-13T09:56:15Z,,,,,,,,,,,NT,,,,No,,Yes,,,,,Yes,,Yes,,Yes,,,,,,,Yes,,,,,Yes,,No,,,,,,NT,,Yes,,Yes,,,,,,,,,,,,No,,Yes,,,Yes,,,,No,,,,,,,,,,NT,Yes,,,,Yes,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,No,,No,,,,,,,,,,,,,Yes,Yes,,,Yes,,,,,No,,No,,,,Yes,Yes,No,,,,,,,,,,,,,,,,Yes,,Yes,No,,,,,,No,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,Yes,,Yes,,,,Yes,,,,,No,,,,,,Yes,,,Yes,,,,,,,,,,,,,Yes,,ES,,No,,,,,,,,,,,,,,No,,,
20080432,La Suisse doit reconnaître ses enfants,2016-09-27T08:23:38Z,,,,,,,,,,,Yes,,,,Yes,,No,,,,,Yes,,Yes,,Yes,,,No,,,,No,,,,,Yes,,Yes,,,,,,NT,,EH,No,Yes,,,,,,,,,,,,Yes,,No,,,No,,,,Yes,,,,,,,,,,Yes,Yes,,,,NT,,,ES,Yes,,EH,Yes,,,No,Yes,No,,,,,,,,,,,,,,NT,,Yes,,,,,,,,,,,,,No,No,,,No,,,,,Yes,,NT,,,,Yes,No,Yes,,,,,,,,,,,,,,No,,No,,No,Yes,,,,,,Yes,,,No,,,No,,,,,,,,,,,,,,EH,No,,,Yes,,No,,,Yes,No,,,,Yes,NT,,,,,,Yes,,,No,,,,,,,,,,,,,No,,Yes,,Yes,,,,Yes,,,,,,,,Yes,,Yes,,,
