id,updated,biographyUrl,canton,cantonName,council,faction,factionName,firstName,function,homepage,lastName,number,party,partyName,pictureUrl
4206,2020-09-30T09:07:40Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4206,OW,Obwald,S,M-E,Le Groupe du Centre. Le Centre. PEV.,Erich,Membre,www.erich-ettlin.ch,Ettlin,3107,M-E,Le Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3107.jpg
4056,2019-12-13T15:58:56Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4056,AI,Appenzell Rh.-Int.,S,M-E,Le Groupe du Centre. Le Centre. PEV.,Daniel,Membre,,Fässler,2767,M-E,Le Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2767.jpg
3879,2020-02-14T15:56:27Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3879,VD,Vaud,S,RL,Groupe libéral-radical,Olivier,Membre,www.olivier-francais.ch,Français,2682,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2682.jpg
4306,2021-03-16T15:07:14Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4306,FR,Fribourg,S,RL,Groupe libéral-radical,Johanna,Membre,,Gapany,3183,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3183.jpg
825,2021-05-26T10:13:41Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=825,SH,Schaffhouse,S,V,Groupe de l'Union démocratique du Centre,Hannes,Membre,www.hannesgermann.ch,Germann,2575,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2575.jpg
4181,2021-02-01T08:46:47Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4181,LU,Lucerne,S,M-E,Le Groupe du Centre. Le Centre. PEV.,Andrea,Membre,www.andrea-gmuer.ch,Gmür-Schönenberger,3075,M-E,Le Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3075.jpg
806,2019-12-04T08:52:39Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=806,BL,Bâle-Campagne,S,G,Groupe des VERT-E-S,Maya,Membre,www.mayagraf.ch,Graf,2569,VERT-E-S,Les VERT-E-S suisses,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2569.jpg
1106,2019-10-22T15:31:07Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1106,TG,Thurgovie,S,M-E,Le Groupe du Centre. Le Centre. PEV.,Brigitte,Membre,www.srbrigitte-haeberli.ch,Häberli-Koller,2600,M-E,Le Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2600.jpg
4139,2021-02-01T13:21:53Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4139,GL,Glaris,S,RL,Groupe libéral-radical,Thomas,Membre,www.thomashefti.ch,Hefti,3041,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3041.jpg
4153,2021-02-01T13:25:37Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4153,ZG,Zoug,S,M-E,Le Groupe du Centre. Le Centre. PEV.,Peter,Membre,www.peter-hegglin.ch,Hegglin,3053,M-E,Le Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3053.jpg
4239,2021-11-15T15:50:10Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4239,BS,Bâle-Ville,S,S,Groupe socialiste,Eva,Membre,www.evaherzog.ch,Herzog,3194,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3194.jpg
3891,2022-01-21T13:53:01Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3891,ZH,Zurich,S,S,Groupe socialiste,Daniel,Membre,www.jositsch.ch,Jositsch,2694,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2694.jpg
4240,2020-12-07T19:34:41Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4240,JU,Jura,S,M-E,Le Groupe du Centre. Le Centre. PEV.,Charles,Membre,,Juillard,3195,M-E,Le Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3195.jpg
4114,2021-05-10T16:08:51Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4114,AG,Argovie,S,V,Groupe de l'Union démocratique du Centre,Hansjörg,Membre,www.hansjoerg-knecht.ch,Knecht,3021,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3021.jpg
1162,2020-05-13T10:14:46Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1162,SZ,Schwyz,S,V,Groupe de l'Union démocratique du Centre,Alex,Membre,www.alex-kuprecht.ch,Kuprecht,2641,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2641.jpg
4303,2021-09-10T11:56:25Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4303,VS,Valais,S,M-E,Le Groupe du Centre. Le Centre. PEV.,Marianne,Membre,,Maret,3200,M-E,Le Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3200.jpg
4186,2020-11-02T15:54:40Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4186,GE,Genève,S,G,Groupe des VERT-E-S,Lisa,Vice-président(e),www.lisamazzone.ch,Mazzone,3086,VERT-E-S,Les VERT-E-S suisses,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3086.jpg
4309,2019-11-29T18:20:28Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4309,ZG,Zoug,S,RL,Groupe libéral-radical,Matthias,Membre,www.matthiasmichel.ch,Michel,3205,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3205.jpg
4112,2019-10-22T15:31:07Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4112,SH,Schaffhouse,S,V,Groupe de l'Union démocratique du Centre,Thomas,Membre,www.minder.sh,Minder,3019,-,sans parti,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3019.jpg
4207,2021-09-27T16:35:14Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4207,LU,Lucerne,S,RL,Groupe libéral-radical,Damian,Membre,www.damian-mueller.ch,Müller,3108,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3108.jpg
1153,2019-11-26T10:45:26Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1153,ZH,Zurich,S,RL,Groupe libéral-radical,Ruedi,Membre,,Noser,2619,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2619.jpg
172,2020-12-07T11:54:27Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=172,SG,St-Gall,S,S,Groupe socialiste,Paul,Membre,www.paulrechsteiner.ch,Rechsteiner,2143,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2143.jpg
4316,2021-12-31T10:00:58Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4316,SZ,Schwyz,S,M-E,Le Groupe du Centre. Le Centre. PEV.,Othmar,Membre,www.othmarreichmuth.ch,Reichmuth,3212,M-E,Le Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3212.jpg
4204,2019-11-28T12:12:50Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4204,VS,Valais,S,M-E,Le Groupe du Centre. Le Centre. PEV.,Beat,Membre,www.beat-rieder.ch,Rieder,3105,M-E,Le Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3105.jpg
4172,2022-01-12T11:45:11Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4172,BE,Berne,S,V,Groupe de l'Union démocratique du Centre,Werner,Membre,www.werner-salzmann.ch,Salzmann,3092,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3092.jpg
4078,2021-03-23T16:30:09Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4078,GR,Grisons,S,RL,Groupe libéral-radical,Martin,Membre,,Schmid,2783,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2783.jpg
1120,2021-09-03T08:27:20Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1120,GE,Genève,S,S,Groupe socialiste,Carlo,Membre,www.carlo-sommaruga.ch,Sommaruga,2632,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2632.jpg
4241,2019-12-13T16:04:33Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4241,TG,Thurgovie,S,V,Groupe de l'Union démocratique du Centre,Jakob,Membre,jakob-stark.ch,Stark,3196,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3196.jpg
1267,2021-01-20T09:04:33Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1267,BE,Berne,S,S,Groupe socialiste,Hans,Membre,www.hansstoeckli.ch,Stöckli,2647,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2647.jpg
3907,2021-09-03T08:58:17Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3907,VD,Vaud,S,G,Groupe des VERT-E-S,Adèle,Membre,www.adelethorens.ch,Thorens Goumaz,2710,VERT-E-S,Les VERT-E-S suisses,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2710.jpg
4242,2022-01-27T16:35:03Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4242,NE,Neuchâtel,S,G,Groupe des VERT-E-S,Céline,Membre,,Vara,3197,VERT-E-S,Les VERT-E-S suisses,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3197.jpg
4152,2022-01-18T08:35:04Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4152,NW,Nidwald,S,RL,Groupe libéral-radical,Hans,Vice-président(e),www.wickihans.ch,Wicki,3054,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3054.jpg
4237,2021-12-23T16:44:18Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4237,SG,St-Gall,S,M-E,Le Groupe du Centre. Le Centre. PEV.,Benedikt,Membre,www.beni-wuerth.ch,Würth,3136,M-E,Le Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3136.jpg
525,2020-04-16T09:35:35Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=525,SO,Soleure,S,S,Groupe socialiste,Roberto,Membre,www.robertozanetti.ch,Zanetti,2546,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2546.jpg
4243,2020-06-09T09:20:05Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4243,UR,Uri,S,M-E,Le Groupe du Centre. Le Centre. PEV.,Heidi,Membre,www.heidizgraggen.ch,Z'graggen,3198,M-E,Le Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3198.jpg
4244,2022-01-28T12:06:01Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4244,GL,Glaris,S,G,Groupe des VERT-E-S,Mathias,Membre,www.mathiaszopfi.ch,Zopfi,3199,VERT-E-S,Les VERT-E-S suisses,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3199.jpg
801,2015-11-20T16:06:42Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=801,TI,Tessin,S,RL,Groupe libéral-radical,Fabio,Membre,,Abate,2565,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2565.jpg
4088,2017-03-29T10:12:39Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4088,UR,Uri,S,C,Groupe PDC,Isidor,Membre,,Baumann,2793,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2793.jpg
305,2015-11-11T09:31:36Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=305,NE,Neuchâtel,S,S,Groupe socialiste,Didier,Membre,www.dberberat.ch,Berberat,2370,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2370.jpg
823,2015-11-11T08:15:10Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=823,AG,Argovie,S,S,Groupe socialiste,Pascale,Membre,www.pascale-bruderer.ch,Bruderer Wyss,2573,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2573.jpg
4026,2018-02-21T09:13:51Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4026,NE,Neuchâtel,S,RL,Groupe libéral-radical,Raphaël,Membre,,Comte,2741,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2741.jpg
3914,2015-12-03T17:17:37Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3914,GE,Genève,S,G,Groupe des Verts,Robert,Membre,www.robertcramer.ch,Cramer,2717,PES,Parti écologiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2717.jpg
4068,2015-05-17T21:18:19Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4068,TG,Thurgovie,S,V,Groupe de l'Union démocratique du Centre,Roland,Membre,www.roland-eberle.ch,Eberle,2774,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2774.jpg
4064,2016-11-09T13:04:34Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4064,ZG,Zoug,S,RL,Groupe libéral-radical,Joachim,Membre,www.jeder.ch,Eder,2780,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2780.jpg
466,2017-12-20T08:49:46Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=466,BS,Bâle-Ville,S,S,Groupe socialiste,Anita,Membre,www.fetz.ch,Fetz,2061,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2061.jpg
321,2015-05-17T21:18:19Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=321,SZ,Schwyz,S,V,Groupe de l'Union démocratique du Centre,Peter,Membre,www.peter-foehn.ch,Föhn,2385,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2385.jpg
3915,2018-01-10T16:41:34Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3915,VS,Valais,S,C,Groupe PDC,Jean-René,Membre,www.jrfournier.ch,Fournier,2718,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2718.jpg
3921,2015-05-17T21:18:19Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3921,LU,Lucerne,S,C,Groupe PDC,Konrad,Membre,www.konradgraber.ch,Graber,2724,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2724.jpg
3916,2016-06-06T10:40:50Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3916,JU,Jura,S,S,Groupe socialiste,Claude,Membre,,Hêche,2719,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2719.jpg
4145,2015-05-17T21:18:19Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4145,GL,Glaris,S,V,Groupe de l'Union démocratique du Centre,Werner,Membre,,Hösli,3047,UDC,Union Démocratique du Centre,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3047.jpg
477,2016-02-03T13:23:37Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=477,BL,Bâle-Campagne,S,S,Groupe socialiste,Claude,Membre,www.janiak.ch,Janiak,2501,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2501.jpg
1150,2015-11-20T13:50:17Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1150,FR,Fribourg,S,S,Groupe socialiste,Christian,Membre,www.levrat.ch,Levrat,2613,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2613.jpg
540,2019-02-11T09:00:29Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=540,TI,Tessin,S,C,Groupe PDC,Filippo,Président(e),www.filippolombardi.ch,Lombardi,2561,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2561.jpg
3918,2017-01-10T08:57:00Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3918,BE,Berne,S,BD,Groupe BD,Werner,Membre,www.werner-luginbuehl.ch,Luginbühl,2721,PBD,Parti bourgeois-démocratique suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2721.jpg
341,2018-01-10T16:41:14Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=341,GE,Genève,S,S,Groupe socialiste,Liliane,Membre,www.maurypasquier.ch,Maury Pasquier,2405,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2405.jpg
1141,2018-05-29T15:13:38Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1141,AG,Argovie,S,RL,Groupe libéral-radical,Philipp,Membre,,Müller,2616,PLR,PLR.Les Libéraux-Radicaux,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2616.jpg
1148,2015-12-08T17:56:16Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=1148,VD,Vaud,S,S,Groupe socialiste,Géraldine,Membre,,Savary,2629,PSS,Parti socialiste suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2629.jpg
3920,2016-02-01T11:32:54Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=3920,JU,Jura,S,C,Groupe PDC,Anne,Membre,,Seydoux-Christe,2723,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/2723.jpg
4205,2018-04-17T11:38:07Z,http://www.parlament.ch/f/suche/Pages/biografie.aspx?biografie_id=4205,FR,Fribourg,S,C,Groupe PDC,Beat,Membre,www.beat-vonlanthen.ch,Vonlanthen,3106,PDC,Parti démocrate-chrétien suisse,http://www.parlament.ch/SiteCollectionImages/profil/225x225/3106.jpg
