id,updated,birthDate,birthDateMask,canton,council,dateOfDeathMask,entryDateMask,faction,firstName,function,gender,lastName,leavingDateMask,membership,party,placeOfCitizenship,hasMorePages,dateOfDeath
404,2022-03-09T20:21:55Z,1953-10-01T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'BL', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 4, 'abbreviation': 'V'}",Caspar,m,m,Baader,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2012-01-21T00:00:00Z'}","{'id': 0, 'abbreviation': 'UDC', 'name': None}",Gelterkinden (BL),,
404,2022-03-09T20:21:55Z,1953-10-01T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'BL', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 4, 'abbreviation': 'V'}",Caspar,m,m,Baader,YYYY-MM-DD,"{'id': 0, 'entryDate': '2012-01-22T00:00:00Z', 'leavingDate': '2014-07-31T00:00:00Z'}","{'id': 0, 'abbreviation': 'UDC', 'name': None}",Gelterkinden (BL),,
4058,2022-03-09T20:21:55Z,1961-11-12T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'ZH', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 2, 'abbreviation': 'S'}",Jacqueline,m,f,Badran,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PSS', 'name': None}","Auswil (BE), Zürich (ZH)",,
4138,2022-03-09T20:21:55Z,1982-01-13T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'GE', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 3, 'abbreviation': 'CE'}",Guillaume,m,m,Barazzone,YYYY-MM-DD,"{'id': 0, 'entryDate': '2013-12-09T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PDC', 'name': None}",Avusy (GE),,
1289,2022-03-09T20:21:55Z,1960-09-03T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'GE', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 3, 'abbreviation': 'CE'}",Luc,m,m,Barthassat,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2013-12-05T00:00:00Z'}","{'id': 0, 'abbreviation': 'PDC', 'name': None}",Bardonnex (GE),,
1138,2022-03-09T20:21:55Z,1964-06-03T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'ZH', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 137, 'abbreviation': 'GL'}",Martin,m,m,Bäumle,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'pvl', 'name': None}","Hombrechtikon (ZH), Zürich (ZH), Dübendorf (ZH)",,
350,2022-03-09T20:21:55Z,1955-09-14T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'GE', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 2, 'abbreviation': 'S'}",Maria,m,f,Bernasconi,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PSS', 'name': None}",Lancy (GE),,
4102,2022-03-09T20:21:55Z,1979-07-02T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'BE', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 137, 'abbreviation': 'GL'}",Kathrin,m,f,Bertschy,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'pvl', 'name': None}","Düdingen (FR), Bern (BE)",,
15,2022-03-09T20:21:55Z,1947-11-26T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'ZH', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 4, 'abbreviation': 'V'}",Max,m,m,Binder,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'UDC', 'name': None}",Illnau-Effretikon (ZH),,
4030,2022-03-09T20:21:55Z,1959-02-04T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'LU', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 2, 'abbreviation': 'S'}",Prisca,m,f,Birrer-Heimo,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PSS', 'name': None}",Emmen (LU),,
3871,2022-03-09T20:21:55Z,1959-02-24T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'SO', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 3, 'abbreviation': 'CE'}",Pirmin,m,m,Bischof,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2011-12-11T00:00:00Z'}","{'id': 0, 'abbreviation': 'PDC', 'name': None}","Eggersriet (SG), Grub (SG)",,
21,2022-03-09T20:21:55Z,1940-10-11T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'ZH', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 4, 'abbreviation': 'V'}",Christoph,m,m,Blocher,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2014-05-31T00:00:00Z'}","{'id': 0, 'abbreviation': 'UDC', 'name': None}","Schattenhalb (BE), Zürich (ZH), Meilen (ZH), Lü (GR)",,
4050,2022-03-09T20:21:55Z,1964-12-24T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'TG', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 137, 'abbreviation': 'GL'}",Thomas,m,m,Böhni,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'pvl', 'name': None}",Stein am Rhein (SH),,
26,2022-03-09T20:21:55Z,1951-01-27T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'SO', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 4, 'abbreviation': 'V'}",Roland F.,m,m,Borer,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'UDC', 'name': None}",Kleinlützel (SO),,
28,2022-03-09T20:21:55Z,1947-02-16T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'ZH', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 4, 'abbreviation': 'V'}",Toni,m,m,Bortoluzzi,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'UDC', 'name': None}",Affoltern am Albis (ZH),,
3872,2022-03-09T20:21:55Z,1958-03-14T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'FR', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 1, 'abbreviation': 'RL'}",Jacques,m,m,Bourgeois,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PLR', 'name': None}","Vullierens (VD), Ballaigues (VD)",,
4067,2022-03-09T20:21:55Z,1955-09-06T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'GR', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 4, 'abbreviation': 'V'}",Heinz,m,m,Brand,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'UDC', 'name': None}",Trachselwald (BE),,
307,2022-03-09T20:21:55Z,1974-08-23T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'SG', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 4, 'abbreviation': 'V'}",Toni,m,m,Brunner,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'UDC', 'name': None}","Hemberg (SG), Ebnat-Kappel (SG)",,
4025,2022-03-09T20:21:55Z,1965-10-08T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'SG', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 4, 'abbreviation': 'V'}",Roland Rino,m,m,Büchel,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'UDC', 'name': None}",Rüthi (Rheintal) (SG),,
1104,2022-03-09T20:21:55Z,1952-05-29T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'SG', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 3, 'abbreviation': 'CE'}",Jakob,m,m,Büchler,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PDC', 'name': None}",Appenzell (AI),,
453,2022-03-09T20:21:55Z,1947-09-13T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'VD', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 4, 'abbreviation': 'V'}",André,m,m,Bugnon,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'UDC', 'name': None}",St-Prex (VD),,
4101,2022-03-09T20:21:55Z,1959-10-13T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'FR', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 3, 'abbreviation': 'CE'}",Christine,m,f,Bulliard-Marbach,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PDC', 'name': None}",Gibloux (FR),,
4086,2022-03-09T20:21:55Z,1977-07-12T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'VS', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 3, 'abbreviation': 'CE'}",Yannick,m,m,Buttet,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PDC', 'name': None}",Collombey-Muraz (VS),,
4070,2022-03-09T20:21:55Z,1980-08-20T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'GR', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 3, 'abbreviation': 'CE'}",Martin,m,m,Candinas,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PDC', 'name': None}",Sumvitg (GR),,
3830,2022-03-09T20:21:55Z,1966-06-12T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'TI', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 2, 'abbreviation': 'S'}",Marina,m,f,Carobbio Guscetti,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PSS', 'name': None}","Blenio (TI), Campo (Blenio) (TI)",,
4075,2022-03-09T20:21:55Z,1980-04-19T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'AR', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 1, 'abbreviation': 'RL'}",Andrea,m,m,Caroni,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PLR', 'name': None}","Grub (AR), Mendrisio (TI)",,
3828,2022-03-09T20:21:55Z,1961-04-13T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'TI', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 1, 'abbreviation': 'RL'}",Ignazio,m,m,Cassis,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PLR', 'name': None}","Biasca (TI), Sessa (TI)",,
4108,2022-03-09T20:21:55Z,1972-04-13T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'VD', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 137, 'abbreviation': 'GL'}",Isabelle,m,f,Chevalley,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'pvl', 'name': None}","Denezy (VD), Montanaire (VD)",,
4007,2022-03-09T20:21:55Z,1966-08-30T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'AG', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 2, 'abbreviation': 'S'}",Max,m,m,Chopard-Acklin,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PSS', 'name': None}","Untersiggenthal (AG), Sonvilier (BE)",,
4135,2022-03-09T20:21:55Z,1967-12-18T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'NE', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 4, 'abbreviation': 'V'}",Raymond,m,m,Clottu,YYYY-MM-DD,"{'id': 0, 'entryDate': '2013-09-09T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'UDC', 'name': None}","La Sagne (NE), Les Ponts-de-Martel (NE)",,
1133,2022-03-09T20:21:55Z,1971-03-07T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'VS', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 3, 'abbreviation': 'CE'}",Christophe,m,m,Darbellay,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PDC', 'name': None}",Liddes (VS),,
1124,2022-03-09T20:21:55Z,1956-04-28T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'FR', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 3, 'abbreviation': 'CE'}",Dominique,m,m,de Buman,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PDC', 'name': None}",Fribourg (FR),,
4051,2022-03-09T20:21:55Z,1966-07-29T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'BL', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 4, 'abbreviation': 'V'}",Thomas,m,m,de Courten,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'UDC', 'name': None}","Geschinen (VS), Sierre (VS)",,
4079,2022-03-09T20:21:55Z,1970-12-04T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'VD', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 1, 'abbreviation': 'RL'}",Fathi,m,m,Derder,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PLR', 'name': None}",Saas-Almagell (VS),,
4110,2022-03-09T20:21:55Z,1959-11-27T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'ZH', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 4, 'abbreviation': 'V'}",Hans,m,m,Egloff,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'UDC', 'name': None}","Schaffhausen (SH), Aesch (ZH), Niederrohrdorf (AG)",,
3875,2022-03-09T20:21:55Z,1954-10-14T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'AG', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 1, 'abbreviation': 'RL'}",Corina,m,f,Eichenberger-Walther,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PLR', 'name': None}","Bern (BE), Kölliken (AG), Beinwil am See (AG)",,
3876,2022-03-09T20:21:55Z,1967-02-26T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'LU', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 4, 'abbreviation': 'V'}",Yvette,m,f,Estermann,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'UDC', 'name': None}",Rickenbach (LU),,
4056,2022-03-09T20:21:55Z,1960-08-22T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'AI', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 3, 'abbreviation': 'CE'}",Daniel,m,m,Fässler,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PDC', 'name': None}",Appenzell (AI),,
395,2022-03-09T20:21:55Z,1951-06-22T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'SG', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 2, 'abbreviation': 'S'}",Hildegard,m,f,Fässler-Osterwalder,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2013-03-03T00:00:00Z'}","{'id': 0, 'abbreviation': 'PSS', 'name': None}","Appenzell (AI), Stettfurt (TG)",,
3922,2022-03-09T20:21:55Z,1972-10-14T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'NE', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 1, 'abbreviation': 'RL'}",Laurent,m,m,Favre,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2014-12-07T00:00:00Z'}","{'id': 0, 'abbreviation': 'PLR', 'name': None}",Val-de-Travers (NE),True,
319,2022-03-09T20:20:58Z,1947-01-14T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'ZH', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 4, 'abbreviation': 'V'}",Hans,m,m,Fehr,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'UDC', 'name': None}",Berg am Irchel (ZH),,
464,2022-03-09T20:20:58Z,1948-08-07T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'SH', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 2, 'abbreviation': 'S'}",Hans-Jürg,m,m,Fehr,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2013-09-08T00:00:00Z'}","{'id': 0, 'abbreviation': 'PSS', 'name': None}",Rheinklingen (TG),,
405,2022-03-09T20:20:58Z,1963-06-01T00:00:00Z,YYYY-MM-DD,"{'id': 0, 'abbreviation': 'ZH', 'code': 'KAN_0_'}",CN,YYYY-MM-DD,YYYY-MM-DD,"{'id': 2, 'abbreviation': 'S'}",Jacqueline,m,f,Fehr,YYYY-MM-DD,"{'id': 0, 'entryDate': '2011-12-05T00:00:00Z', 'leavingDate': '2015-11-29T00:00:00Z'}","{'id': 0, 'abbreviation': 'PSS', 'name': None}","Schaffhausen (SH), Winterthur (ZH), Rüdlingen (SH)",,
