,id,updated,elanId,firstName,lastName,id_,affairId,affairTitle,date,divisionText,meaningNo,meaningYes,registrationNumber,submissionText,hasMorePages
13,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,2015,19910411,Prestations familiales,2005-11-29T09:29:09Z,,Antrag der Minderheit (Ruey),Antrag der Mehrheit,2602,"Loi fédérale sur les allocations familiales (Loi sur les allocations familiales, LAFam)",
14,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,2016,19910411,Prestations familiales,2005-11-29T09:43:57Z,,Antrag der Minderheit (Bortoluzzi),Antrag der Mehrheit,2603,"Loi fédérale sur les allocations familiales (Loi sur les allocations familiales, LAFam)",
15,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,2017,19910411,Prestations familiales,2005-11-29T09:58:50Z,,Antrag der Minderheit (Parmelin),Antrag der Mehrheit,2604,"Loi fédérale sur les allocations familiales (Loi sur les allocations familiales, LAFam)",
16,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,2337,19910411,Prestations familiales,2006-03-15T17:14:29Z,,Ablehnung,Zustimmung,2993,"Loi fédérale sur les allocations familiales (Loi sur les allocations familiales, LAFam)",
17,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,2435,19910411,Prestations familiales,2006-03-24T08:29:40Z,Vote final,,,3110,"Loi fédérale sur les allocations familiales (Loi sur les allocations familiales, LAFam)",
18,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,1241,19950085,Trafic illicite de stupéfiants. Convention,2004-12-06T15:37:06Z,Art. 1,Proposition de la minorité Dunant,Proposition de la majorité,1566,Arrêté fédéral concernant la Convention internationale contre le trafic illicite de stupéfiants et de substances psychotropes,
19,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,1242,19950085,Trafic illicite de stupéfiants. Convention,2004-12-06T15:38:00Z,Vote sur l'ensemble,,,1567,Arrêté fédéral concernant la Convention internationale contre le trafic illicite de stupéfiants et de substances psychotropes,
20,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,1950,19970419,Article constitutionnel sur l'éducation,2005-10-05T12:11:12Z,Vote sur l'ensemble,,,2515,,
21,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,2196,19970419,Article constitutionnel sur l'éducation,2005-12-16T09:01:16Z,Vote final,,,2815,Arrêté fédéral modifiant les articles de la Constitution sur la formation,
22,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,326,19980406,Assurance-maladie. Interdiction de désavantager les femmes,2004-03-08T18:05:43Z,,Antrag der Minderheit (Fasel) = Frist verlängern,Antrag der Mehrheit = Initiative abschreiben,406,,
23,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,413,19980451,Sites pollués par des déchets. Frais d'investigation,2004-03-18T16:51:14Z,Vote sur l'ensemble,,,526,"Loi fédérale sur la protection de l'environnement (Loi sur la protection de l'environnement, LPE)",
24,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,2197,19980451,Sites pollués par des déchets. Frais d'investigation,2005-12-16T09:02:13Z,Vote final,,,2816,"Loi fédérale sur la protection de l'environnement (Loi sur la protection de l'environnement, LPE)",
25,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,339,19990451,Stérilisations forcées. Dédommagement des victimes,2004-03-10T12:33:02Z,Vote sur l'ensemble,,,431,Loi fédérale sur les conditions et la procédure régissant la stérilisation de personnes (Loi sur la stérilisation),
26,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,340,19990451,Stérilisations forcées. Dédommagement des victimes,2004-03-10T12:34:16Z,Vote sur l'ensemble,,,432,Loi fédérale sur l'indemnisation des victimes de stérilisations et de castrations abusives,
27,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,1348,19990451,Stérilisations forcées. Dédommagement des victimes,2004-12-15T11:35:35Z,Entrer en matière,Proposition de la minorité Menétrey-Savary (= entrer en matière),Proposition de la majorité (= ne pas entrer en matière),1697,Loi fédérale sur l'indemnisation des victimes de stérilisations et de castrations abusives,
28,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,1376,19990451,Stérilisations forcées. Dédommagement des victimes,2004-12-17T08:34:10Z,Vote final,,,1729,Loi fédérale sur les conditions et la procédure régissant la stérilisation de personnes (Loi sur la stérilisation),
29,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,81,20000079,Loi sur l'assurance-maladie. Révision partielle (Financement des hôpitaux),2003-12-17T11:52:42Z,,Ablehnung (gemäss Antrag Guisan),Antrag der Einigungskonferenz,121,Loi fédérale sur l'assurance-maladie (LAMal),
30,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,36,20000405,LP. Protection des acquéreurs de bonne foi,2003-12-03T09:46:07Z,Vote sur l'ensemble,,,57,,
31,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,415,20000405,LP. Protection des acquéreurs de bonne foi,2004-03-19T08:38:16Z,Vote final,,,529,Loi fédérale sur la poursuite pour dettes et la faillite (Mention de la faillite au registre foncier). Modification,
32,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,2224,20000419,Protection contre la violence dans la famille et dans le couple,2005-12-15T18:50:02Z,"Modification du CC
Vote sur l'ensemble",,,2843,,
33,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,2700,20000419,Protection contre la violence dans la famille et dans le couple,2006-06-23T08:27:57Z,,,,3465,"Code civil suisse (Protection de la personnalité en cas de violence, de menaces ou de harcèlement)",
34,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,3531,20000421,Time-sharing en matière immobilière. Protection des consommateurs,2007-06-22T09:07:58Z,,Antrag der Minderheit Thanei (Nichtabschreiben),Antrag der Mehrheit (Abschreibung der Initiative),4584,Code des obligations (Droit d'utilisation d'immeubles en temps partagé),
35,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,3369,20000431,Assurer l'encadrement législatif de l'activité de guide de montagne et du secteur des activités à risque,2007-06-12T10:27:54Z,,Antrag der Minderheit Chevrier (nicht abschreiben),Antrag der Mehrheit (=Abschreibung der Initiative),4376,Loi fédérale sur les guides de montagne et les organisateurs d'autres activités à risque,
36,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,186,20000456,Loi sur le matériel de guerre. Mines antipersonnel,2003-12-19T08:24:53Z,Vote final,,,249,Loi fédérale sur le matériel de guerre (LFMG),
37,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,187,20000459,Créances salariales en cas de faillite,2003-12-19T08:25:56Z,Vote final,,,250,Loi fédérale sur la poursuite pour dettes et la faillite (Créances salariales),
38,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,910,20000461,Révision de la législation régissant les fondations,2004-06-17T09:56:08Z,,Antrag Kiener Nellen,Antrag der Kommission,1162,Code civil suisse (Droit des fondations),
39,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,913,20000461,Révision de la législation régissant les fondations,2004-06-17T10:25:51Z,Vote sur l'ensemble,,,1165,Code civil suisse (Droit des fondations),
40,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,1139,20000461,Révision de la législation régissant les fondations,2004-10-08T08:11:54Z,Vote final,,,1442,Code civil suisse (Droit des fondations),
41,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,1097,20010023,Organisation judiciaire fédérale. Révision totale,2004-10-05T12:44:14Z,,Antrag Pelli (=streichen),Antrag der Kommission,1390,Loi sur le Tribunal fédéral (LTF),
42,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,1098,20010023,Organisation judiciaire fédérale. Révision totale,2005-06-17T09:41:41Z,Vote final,Antrag Marty Kälin,Antrag der Kommission,1391,Loi sur le Tribunal fédéral (LTF),
43,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,1099,20010023,Organisation judiciaire fédérale. Révision totale,2004-10-05T12:47:25Z,Vote sur l'ensemble,,,1392,Loi sur le Tribunal fédéral (LTF),
44,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,1106,20010023,Organisation judiciaire fédérale. Révision totale,2004-10-06T12:26:03Z,Vote sur l'ensemble,,,1404,Loi sur le Tribunal administratif fédéral (LTAF),
45,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,1110,20010023,Organisation judiciaire fédérale. Révision totale,2004-10-06T12:27:23Z,Vote sur l'ensemble,,,1408,"Arrêté fédéral sur l'entrée en vigueur intégrale de la réforme de la justice du 12 mars 2000 (projet de la Commission des affaires juridiques du Conseil des Etats, du 2 septembre 2003)",
46,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,1416,20010023,Organisation judiciaire fédérale. Révision totale,2005-03-02T08:13:58Z,Vote sur l'ensemble,,,1798,Loi sur le Tribunal fédéral (LTF),
47,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,1417,20010023,Organisation judiciaire fédérale. Révision totale,2005-03-02T08:15:27Z,Vote sur l'ensemble,,,1799,Loi sur le Tribunal fédéral (LTF),
48,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,1418,20010023,Organisation judiciaire fédérale. Révision totale,2005-03-02T08:16:40Z,Vote sur l'ensemble,,,1800,Loi sur le Tribunal fédéral (LTF),
49,2501,2022-02-25T11:26:10Z,255,Claude,Janiak,1546,20010023,Organisation judiciaire fédérale. Révision totale,2005-03-18T08:52:57Z,Vote final,,,1974,Loi sur le Tribunal fédéral (LTF),True
